Date,Open,High,Low,Close,Adj Close,Volume
2019-12-04,20.100000,20.110001,19.983999,19.983999,19.891621,600
2019-12-05,20.040001,20.059999,20.040001,20.059999,19.967270,51000
2019-12-06,20.257999,20.257999,20.233000,20.233000,20.139471,100
2019-12-09,20.177999,20.177999,20.167999,20.167999,20.074770,1000
2019-12-10,20.132999,20.132999,20.101999,20.101999,20.009075,100
2019-12-11,20.139000,20.139000,20.132000,20.132000,20.038939,100
2019-12-12,20.304001,20.319000,20.304001,20.319000,20.225075,100
2019-12-13,20.139999,20.139999,20.122000,20.122000,20.088303,1000
2019-12-16,20.285000,20.285000,20.285000,20.285000,20.251030,0
2019-12-17,20.375999,20.375999,20.375999,20.375999,20.341877,100
2019-12-18,20.379999,20.400000,20.379999,20.400000,20.365837,200
2019-12-19,20.398001,20.398001,20.398001,20.398001,20.363842,100
2019-12-20,20.527000,20.527000,20.527000,20.527000,20.492624,0
2019-12-23,20.440001,20.440001,20.440001,20.440001,20.405771,0
2019-12-24,20.457001,20.457001,20.457001,20.457001,20.422743,0
2019-12-26,20.481001,20.481001,20.481001,20.481001,20.446703,0
2019-12-27,20.434000,20.434000,20.434000,20.434000,20.399780,0
2019-12-30,20.403999,20.403999,20.403999,20.403999,20.369829,0
2019-12-31,20.436001,20.436001,20.436001,20.436001,20.401777,0
2020-01-02,20.408001,20.408001,20.408001,20.408001,20.373825,0
2020-01-03,20.334999,20.334999,20.334999,20.334999,20.300945,100
2020-01-06,20.337000,20.337000,20.312000,20.312000,20.277985,200
2020-01-07,20.301001,20.301001,20.301001,20.301001,20.267004,100
2020-01-08,20.330999,20.330999,20.330999,20.330999,20.296951,0
2020-01-09,20.379999,20.379999,20.354000,20.354000,20.319914,100
2020-01-10,20.323000,20.323000,20.323000,20.323000,20.288965,200
2020-01-13,20.520000,20.520000,20.520000,20.520000,20.485636,100
2020-01-14,20.573999,20.573999,20.573999,20.573999,20.539545,0
2020-01-15,20.615999,20.615999,20.615999,20.615999,20.581474,0
2020-01-16,20.836000,20.836000,20.836000,20.836000,20.801107,100
2020-01-17,20.809000,20.809000,20.809000,20.809000,20.774153,100
2020-01-21,20.809000,20.809000,20.809000,20.809000,20.774153,0
2020-01-22,20.809000,20.809000,20.809000,20.809000,20.774153,0
2020-01-23,20.745001,20.745001,20.745001,20.745001,20.710260,0
2020-01-24,20.490999,20.490999,20.490999,20.490999,20.456684,100
2020-01-27,20.249001,20.249001,20.249001,20.249001,20.215090,100
2020-01-28,20.448999,20.448999,20.448999,20.448999,20.414755,0
2020-01-29,20.346001,20.346001,20.346001,20.346001,20.311928,0
2020-01-30,20.365000,20.365000,20.365000,20.365000,20.330896,0
2020-01-31,19.920000,19.922001,19.920000,19.922001,19.888638,200
2020-02-03,20.112000,20.112000,20.112000,20.112000,20.078320,0
2020-02-04,20.364000,20.364000,20.364000,20.364000,20.329897,0
2020-02-05,20.670000,20.670000,20.670000,20.670000,20.635386,0
2020-02-06,20.591000,20.591000,20.591000,20.591000,20.556517,100
2020-02-07,20.395000,20.395000,20.395000,20.395000,20.360846,0
2020-02-10,20.487000,20.487000,20.487000,20.487000,20.452690,0
2020-02-11,20.694000,20.694000,20.694000,20.694000,20.659346,0
2020-02-12,20.851999,20.851999,20.851999,20.851999,20.817080,0
2020-02-13,20.884001,20.884001,20.884001,20.884001,20.849028,0
2020-02-14,20.853001,20.853001,20.853001,20.853001,20.818079,0
2020-02-18,20.766001,20.766001,20.766001,20.766001,20.731224,0
2020-02-19,20.851999,20.851999,20.851999,20.851999,20.817080,0
2020-02-20,20.903000,20.903000,20.903000,20.903000,20.867994,100
2020-02-21,20.705999,20.705999,20.705999,20.705999,20.671324,0
2020-02-24,20.101000,20.101000,20.101000,20.101000,20.067337,100
2020-02-25,19.386000,19.386000,19.386000,19.386000,19.353535,100
2020-02-26,19.496000,19.496000,19.127001,19.127001,19.094969,100
2020-02-27,18.485001,18.485001,18.485001,18.485001,18.454044,0
2020-02-28,18.028000,18.028000,18.028000,18.028000,17.997808,100
2020-03-02,18.684000,18.684000,18.684000,18.684000,18.652710,0
2020-03-03,18.332001,18.332001,18.332001,18.332001,18.301302,100
2020-03-04,18.982000,18.982000,18.982000,18.982000,18.950212,0
2020-03-05,18.247999,18.247999,18.247999,18.247999,18.217440,0
2020-03-06,17.980000,17.980000,17.980000,17.980000,17.949890,7600
2020-03-09,16.760000,16.889999,16.427000,16.427000,16.399490,7500
2020-03-10,16.916000,16.916000,16.916000,16.916000,16.887672,0
2020-03-11,16.190001,16.190001,15.925000,15.925000,15.898332,4000
2020-03-12,14.400000,14.400000,14.365000,14.365000,14.340943,1000
2020-03-13,14.500000,15.152000,14.500000,15.152000,15.126626,200
2020-03-16,13.675000,13.950000,13.323000,13.323000,13.300689,3700
2020-03-17,13.700000,13.857000,13.700000,13.857000,13.833795,300
2020-03-18,12.559000,12.559000,12.559000,12.559000,12.537968,0
2020-03-19,13.128000,13.128000,13.128000,13.128000,13.106015,0
2020-03-20,13.390000,13.390000,12.469000,12.469000,12.448118,400
2020-03-23,12.094000,12.094000,12.094000,12.094000,12.073747,100
2020-03-24,13.297000,13.297000,13.297000,13.297000,13.274732,100
2020-03-25,13.790000,13.790000,13.734000,13.734000,13.711000,500
2020-03-26,14.350000,14.480000,14.240000,14.468000,14.468000,12800
2020-03-27,13.982000,13.982000,13.982000,13.982000,13.982000,200
2020-03-30,13.982000,13.982000,13.982000,13.982000,13.982000,0
2020-03-31,14.378000,14.378000,14.378000,14.378000,14.378000,0
2020-04-01,13.600000,13.600000,13.373000,13.373000,13.373000,200
2020-04-02,13.470000,13.820000,13.300000,13.469000,13.469000,2600
2020-04-03,13.469000,13.469000,13.469000,13.469000,13.469000,0
2020-04-06,13.069000,13.069000,13.069000,13.069000,13.069000,0
2020-04-07,14.204000,14.204000,14.204000,14.204000,14.204000,0
2020-04-08,14.450000,15.070000,14.450000,15.022000,15.022000,500
2020-04-09,15.022000,15.022000,15.022000,15.022000,15.022000,0
2020-04-13,15.504000,15.504000,15.504000,15.504000,15.504000,0
2020-04-14,15.462000,15.462000,15.330000,15.347000,15.347000,8100
2020-04-15,15.347000,15.347000,15.347000,15.347000,15.347000,0
2020-04-16,14.510000,14.704000,14.510000,14.704000,14.704000,6900
2020-04-17,15.170000,15.232000,15.164000,15.232000,15.232000,2400
2020-04-20,15.232000,15.232000,15.232000,15.232000,15.232000,0
2020-04-21,14.962000,14.962000,14.962000,14.962000,14.962000,0
2020-04-22,14.533000,14.533000,14.533000,14.533000,14.533000,0
2020-04-23,14.726000,14.726000,14.726000,14.726000,14.726000,0
2020-04-24,14.884000,14.884000,14.884000,14.884000,14.884000,0
2020-04-27,15.089000,15.089000,15.089000,15.089000,15.089000,0
2020-04-28,15.697000,15.697000,15.697000,15.697000,15.697000,0
2020-04-29,15.856000,15.856000,15.856000,15.856000,15.856000,0
2020-04-30,16.454000,16.454000,16.454000,16.454000,16.454000,0
2020-05-01,15.957000,15.957000,15.957000,15.957000,15.957000,0
2020-05-04,15.378000,15.378000,15.378000,15.378000,15.378000,0
2020-05-05,15.382000,15.382000,15.382000,15.382000,15.382000,0
2020-05-06,15.470000,15.470000,15.433000,15.433000,15.433000,1900
2020-05-07,15.640000,15.730000,15.640000,15.641000,15.641000,400
